1,0.00012418018197970447
2,0.00012777403489057842
3,0.0001306650269875411
4,0.004315992393354288
5,0.00013445197092088463
6,0.00013766100535117244
7,0.00013443278352967157
8,0.004997827097634771
9,0.00017301627277888163
10,0.004263923684582744
11,0.000139642189787556
12,0.000128682763473658
13,0.017722056886574074
14,0.004289451852670676
15,0.005143059865940512
16,0.00012696235094110503
17,0.00013463873042751583
18,0.005623899576420755
19,0.005522286796498124
20,0.018118299657142855
21,0.005303577756421457
22,0.005904410609326018
23,0.0042544600875953666
24,0.007488493944761244
25,0.00012681167458444357
26,0.005494222392915236
27,0.0057065305090655515
28,0.016145557286014026
29,0.03337013363553944
30,0.012584780286578192
31,0.004273948091872791
32,0.005319946675279932
33,0.00013100135586356036
34,0.011315579899320999
35,0.004852281368639337
36,0.02028801007010835
37,0.015832999596774196
38,0.013538188588035157
39,0.004331654747531422
40,0.005368207995143947
41,0.005694372083255554
42,0.009752256715210355
43,0.024517015526675786
44,0.005469320824118263
45,0.015487060216952574
46,0.0057644368307721685
47,0.008362028371126883
48,0.017677785544611815
49,0.006622938798541988
50,0.005756467006930136
51,0.016174517050811944
52,0.012024311918176968
53,0.017353452259887003
54,0.012722007904721755
55,0.024087814181184667
56,0.04616391942242356
57,0.013449562990264254
58,0.004273272657554032
59,0.00670812216323822
60,0.03841191149097816
61,0.004809284912776992
62,0.02746608482344103
63,0.007169071307954376
64,0.004992401724417099
65,0.01995570764311815
66,0.010285724060310046
67,0.010087373852544134
68,0.024932462229102167
69,0.011441676601803513
70,0.041080095538461536
71,0.005669290212286305
72,0.004274696247795414
73,0.01930283443847073
74,0.04763667456344588
75,0.011467371813434608
76,0.028813695087163232
77,0.00897682289483533
78,0.026681433018867922
79,0.009405213311624236
80,0.005120255147304987
81,0.020935631677771047
82,0.033149697416137804
83,0.008861001979600708
84,0.010107413551889748
85,0.0233651164500684
86,0.01023739803548796
87,0.008932202585890076
88,0.01174249970560769
89,0.0042877913668110685
90,0.0059030699002554435
91,0.04958594468085106
92,0.03740122904135339
93,0.06843818834405144
94,0.007892215493646137
95,0.005172186228168973
96,0.055305488111413045
